Registro,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Driver,CurrentWeight,Componente,KM_Lap,Traction,Braking,Lateral,TyreStress,AsphaltGrip,AsphaltAbrasion,Downforce,Event,AVG
372,102.846,43,2,HARD,6,Racing Point,PER,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
373,103.362,44,2,HARD,7,Racing Point,PER,782.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
374,102.654,45,2,HARD,8,Racing Point,PER,780.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
375,102.763,46,2,HARD,9,Racing Point,PER,778.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
376,102.901,47,2,HARD,10,Racing Point,PER,776.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
377,103.271,48,2,HARD,11,Racing Point,PER,774.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
378,103.144,49,2,HARD,12,Racing Point,PER,773.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
379,103.085,50,2,HARD,13,Racing Point,PER,771.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
380,103.055,51,2,HARD,14,Racing Point,PER,769.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
381,105.518,52,2,HARD,15,Racing Point,PER,767.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
382,104.173,53,2,HARD,16,Racing Point,PER,765.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
383,103.625,54,2,HARD,17,Racing Point,PER,764,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
385,105.289,2,1,SOFT,5,McLaren,NOR,858.3703704,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
386,105.062,3,1,SOFT,6,McLaren,NOR,856.5555556,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
387,105.351,4,1,SOFT,7,McLaren,NOR,854.7407407,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
388,105.416,5,1,SOFT,8,McLaren,NOR,852.9259259,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
389,105.214,6,1,SOFT,9,McLaren,NOR,851.1111111,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
390,105.228,7,1,SOFT,10,McLaren,NOR,849.2962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
391,108.001,8,1,SOFT,11,McLaren,NOR,847.4814815,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
392,127.038,9,2,HARD,1,McLaren,NOR,845.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
393,104.389,10,2,HARD,2,McLaren,NOR,843.8518519,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
394,105.114,11,2,HARD,3,McLaren,NOR,842.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
395,104.992,12,2,HARD,4,McLaren,NOR,840.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
396,105.386,13,2,HARD,5,McLaren,NOR,838.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
397,105.016,14,2,HARD,6,McLaren,NOR,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
398,105.338,15,2,HARD,7,McLaren,NOR,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
399,105.559,16,2,HARD,8,McLaren,NOR,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
400,105.195,17,2,HARD,9,McLaren,NOR,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
401,104.235,18,2,HARD,10,McLaren,NOR,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
402,105.04,19,2,HARD,11,McLaren,NOR,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
403,104.986,20,2,HARD,12,McLaren,NOR,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
404,104.908,21,2,HARD,13,McLaren,NOR,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
405,105.064,22,2,HARD,14,McLaren,NOR,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
406,104.531,23,2,HARD,15,McLaren,NOR,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
407,104.223,24,2,HARD,16,McLaren,NOR,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
408,104.537,25,2,HARD,17,McLaren,NOR,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
409,104.747,26,2,HARD,18,McLaren,NOR,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
410,104.209,27,2,HARD,19,McLaren,NOR,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
411,104.346,28,2,HARD,20,McLaren,NOR,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
412,104.448,29,2,HARD,21,McLaren,NOR,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
413,104.345,30,2,HARD,22,McLaren,NOR,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
414,104.337,31,2,HARD,23,McLaren,NOR,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
415,104.239,32,2,HARD,24,McLaren,NOR,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
416,104.159,33,2,HARD,25,McLaren,NOR,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
417,104.183,34,2,HARD,26,McLaren,NOR,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
418,103.894,35,2,HARD,27,McLaren,NOR,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
419,103.957,36,2,HARD,28,McLaren,NOR,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
420,103.819,37,2,HARD,29,McLaren,NOR,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
421,103.762,38,2,HARD,30,McLaren,NOR,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
422,103.545,39,2,HARD,31,McLaren,NOR,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
423,103.578,40,2,HARD,32,McLaren,NOR,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
424,103.403,41,2,HARD,33,McLaren,NOR,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
425,103.574,42,2,HARD,34,McLaren,NOR,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
426,103.94,43,2,HARD,35,McLaren,NOR,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
427,104.715,44,2,HARD,36,McLaren,NOR,782.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
428,103.849,45,2,HARD,37,McLaren,NOR,780.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
429,103.651,46,2,HARD,38,McLaren,NOR,778.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
430,103.377,47,2,HARD,39,McLaren,NOR,776.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
431,103.199,48,2,HARD,40,McLaren,NOR,774.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
432,103.308,49,2,HARD,41,McLaren,NOR,773.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
433,103.026,50,2,HARD,42,McLaren,NOR,771.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
434,103.165,51,2,HARD,43,McLaren,NOR,769.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
435,105.803,52,2,HARD,44,McLaren,NOR,767.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
436,103.963,53,2,HARD,45,McLaren,NOR,765.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
437,105.819,54,2,HARD,46,McLaren,NOR,764,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
439,108.069,2,1,HARD,2,Toro Rosso,KVY,858.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
440,107.238,3,1,HARD,3,Toro Rosso,KVY,856.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
441,106.754,4,1,HARD,4,Toro Rosso,KVY,854.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
442,106.95,5,1,HARD,5,Toro Rosso,KVY,852.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
443,105.771,6,1,HARD,6,Toro Rosso,KVY,851.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
444,105.579,7,1,HARD,7,Toro Rosso,KVY,849.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
445,105.908,8,1,HARD,8,Toro Rosso,KVY,847.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
446,105.494,9,1,HARD,9,Toro Rosso,KVY,845.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
447,105.769,10,1,HARD,10,Toro Rosso,KVY,843.8518519,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
448,105.907,11,1,HARD,11,Toro Rosso,KVY,842.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
449,105.952,12,1,HARD,12,Toro Rosso,KVY,840.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
450,105.784,13,1,HARD,13,Toro Rosso,KVY,838.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
451,105.475,14,1,HARD,14,Toro Rosso,KVY,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
452,105.543,15,1,HARD,15,Toro Rosso,KVY,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
453,105.401,16,1,HARD,16,Toro Rosso,KVY,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
454,105.691,17,1,HARD,17,Toro Rosso,KVY,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
455,105.496,18,1,HARD,18,Toro Rosso,KVY,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
456,105.411,19,1,HARD,19,Toro Rosso,KVY,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
457,105.145,20,1,HARD,20,Toro Rosso,KVY,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
458,103.768,21,1,HARD,21,Toro Rosso,KVY,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
459,104.516,22,1,HARD,22,Toro Rosso,KVY,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
460,104.188,23,1,HARD,23,Toro Rosso,KVY,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
461,104.02,24,1,HARD,24,Toro Rosso,KVY,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
462,103.933,25,1,HARD,25,Toro Rosso,KVY,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
463,103.688,26,1,HARD,26,Toro Rosso,KVY,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
464,103.661,27,1,HARD,27,Toro Rosso,KVY,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
465,103.587,28,1,HARD,28,Toro Rosso,KVY,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
466,103.529,29,1,HARD,29,Toro Rosso,KVY,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
467,103.484,30,1,HARD,30,Toro Rosso,KVY,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
468,103.648,31,1,HARD,31,Toro Rosso,KVY,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
469,103.579,32,1,HARD,32,Toro Rosso,KVY,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
470,103.294,33,1,HARD,33,Toro Rosso,KVY,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
471,103.415,34,1,HARD,34,Toro Rosso,KVY,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
472,103.559,35,1,HARD,35,Toro Rosso,KVY,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
473,104.235,36,1,HARD,36,Toro Rosso,KVY,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
474,105.941,37,1,HARD,37,Toro Rosso,KVY,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
475,103.424,38,1,HARD,38,Toro Rosso,KVY,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
476,103.607,39,1,HARD,39,Toro Rosso,KVY,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
477,105.782,40,1,HARD,40,Toro Rosso,KVY,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
478,123.697,41,2,MEDIUM,1,Toro Rosso,KVY,787.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
479,102.222,42,2,MEDIUM,2,Toro Rosso,KVY,785.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
480,102.578,43,2,MEDIUM,3,Toro Rosso,KVY,783.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
481,102.404,44,2,MEDIUM,4,Toro Rosso,KVY,782.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
482,102.575,45,2,MEDIUM,5,Toro Rosso,KVY,780.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
483,103.362,46,2,MEDIUM,6,Toro Rosso,KVY,778.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
484,103.653,47,2,MEDIUM,7,Toro Rosso,KVY,776.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
485,103.069,48,2,MEDIUM,8,Toro Rosso,KVY,774.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
486,105.03,49,2,MEDIUM,9,Toro Rosso,KVY,773.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
487,103.032,50,2,MEDIUM,10,Toro Rosso,KVY,771.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
488,103.109,51,2,MEDIUM,11,Toro Rosso,KVY,769.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
489,103.372,52,2,MEDIUM,12,Toro Rosso,KVY,767.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
490,103.322,53,2,MEDIUM,13,Toro Rosso,KVY,765.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
491,103.699,54,2,MEDIUM,14,Toro Rosso,KVY,764,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
493,105.586,2,1,SOFT,5,McLaren,SAI,858.3703704,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
494,105.227,3,1,SOFT,6,McLaren,SAI,856.5555556,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
495,105.57,4,1,SOFT,7,McLaren,SAI,854.7407407,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
496,105.559,5,1,SOFT,8,McLaren,SAI,852.9259259,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
497,105.438,6,1,SOFT,9,McLaren,SAI,851.1111111,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
498,105.568,7,1,SOFT,10,McLaren,SAI,849.2962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
499,105.699,8,1,SOFT,11,McLaren,SAI,847.4814815,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
500,105.23,9,1,SOFT,12,McLaren,SAI,845.6666667,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
501,105.526,10,1,SOFT,13,McLaren,SAI,843.8518519,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
502,105.441,11,1,SOFT,14,McLaren,SAI,842.037037,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
503,107.314,12,1,SOFT,15,McLaren,SAI,840.2222222,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
504,125.55,13,2,HARD,1,McLaren,SAI,838.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
505,104.575,14,2,HARD,2,McLaren,SAI,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
506,105.192,15,2,HARD,3,McLaren,SAI,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
507,104.865,16,2,HARD,4,McLaren,SAI,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
508,105.445,17,2,HARD,5,McLaren,SAI,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
509,104.464,18,2,HARD,6,McLaren,SAI,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
510,105.883,19,2,HARD,7,McLaren,SAI,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
511,105.309,20,2,HARD,8,McLaren,SAI,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
512,104.739,21,2,HARD,9,McLaren,SAI,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
513,104.752,22,2,HARD,10,McLaren,SAI,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
514,104.647,23,2,HARD,11,McLaren,SAI,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
515,104.479,24,2,HARD,12,McLaren,SAI,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
516,104.774,25,2,HARD,13,McLaren,SAI,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
517,104.477,26,2,HARD,14,McLaren,SAI,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
518,104.385,27,2,HARD,15,McLaren,SAI,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
519,104.201,28,2,HARD,16,McLaren,SAI,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
520,104.496,29,2,HARD,17,McLaren,SAI,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
521,104.471,30,2,HARD,18,McLaren,SAI,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
522,104.267,31,2,HARD,19,McLaren,SAI,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
523,104.438,32,2,HARD,20,McLaren,SAI,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
524,104.128,33,2,HARD,21,McLaren,SAI,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
525,104.174,34,2,HARD,22,McLaren,SAI,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
526,104.189,35,2,HARD,23,McLaren,SAI,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
527,104.303,36,2,HARD,24,McLaren,SAI,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
528,104.355,37,2,HARD,25,McLaren,SAI,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
529,103.649,38,2,HARD,26,McLaren,SAI,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
530,104,39,2,HARD,27,McLaren,SAI,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
531,103.899,40,2,HARD,28,McLaren,SAI,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
532,105.22,41,2,HARD,29,McLaren,SAI,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
533,120.593,42,3,MEDIUM,1,McLaren,SAI,785.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
534,101.294,43,3,MEDIUM,2,McLaren,SAI,783.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
535,102.207,44,3,MEDIUM,3,McLaren,SAI,782.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
536,102.302,45,3,MEDIUM,4,McLaren,SAI,780.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
537,102.644,46,3,MEDIUM,5,McLaren,SAI,778.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
538,102.075,47,3,MEDIUM,6,McLaren,SAI,776.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
539,102.134,48,3,MEDIUM,7,McLaren,SAI,774.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
540,102.153,49,3,MEDIUM,8,McLaren,SAI,773.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
541,102.193,50,3,MEDIUM,9,McLaren,SAI,771.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
542,102.262,51,3,MEDIUM,10,McLaren,SAI,769.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
543,103.407,52,3,MEDIUM,11,McLaren,SAI,767.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
544,103.075,53,3,MEDIUM,12,McLaren,SAI,765.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
545,103.728,54,3,MEDIUM,13,McLaren,SAI,764,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
547,105.722,2,1,SOFT,5,Renault,RIC,858.3703704,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
548,105.428,3,1,SOFT,6,Renault,RIC,856.5555556,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
549,105.441,4,1,SOFT,7,Renault,RIC,854.7407407,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
550,105.492,5,1,SOFT,8,Renault,RIC,852.9259259,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
551,105.689,6,1,SOFT,9,Renault,RIC,851.1111111,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
552,105.358,7,1,SOFT,10,Renault,RIC,849.2962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
553,105.56,8,1,SOFT,11,Renault,RIC,847.4814815,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
554,105.42,9,1,SOFT,12,Renault,RIC,845.6666667,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
555,105.508,10,1,SOFT,13,Renault,RIC,843.8518519,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
556,107.17,11,1,SOFT,14,Renault,RIC,842.037037,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
557,124.267,12,2,HARD,1,Renault,RIC,840.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
558,104.992,13,2,HARD,2,Renault,RIC,838.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
559,104.858,14,2,HARD,3,Renault,RIC,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
560,106.835,15,2,HARD,4,Renault,RIC,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
561,105.617,16,2,HARD,5,Renault,RIC,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
562,104.957,17,2,HARD,6,Renault,RIC,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
563,105.531,18,2,HARD,7,Renault,RIC,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
564,104.969,19,2,HARD,8,Renault,RIC,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
