Registro,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Driver,CurrentWeight,Componente,KM_Lap,Traction,Braking,Lateral,TyreStress,AsphaltGrip,AsphaltAbrasion,Downforce,Event,AVG
183,103.312,19,1,MEDIUM,22,Mercedes,BOT,827.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
184,102.747,20,1,MEDIUM,23,Mercedes,BOT,825.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
185,102.608,21,1,MEDIUM,24,Mercedes,BOT,823.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
186,102.809,22,1,MEDIUM,25,Mercedes,BOT,822.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
187,102.59,23,1,MEDIUM,26,Mercedes,BOT,820.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
188,102.753,24,1,MEDIUM,27,Mercedes,BOT,818.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
189,102.518,25,1,MEDIUM,28,Mercedes,BOT,816.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
190,102.904,26,1,MEDIUM,29,Mercedes,BOT,814.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
191,102.828,27,1,MEDIUM,30,Mercedes,BOT,813,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
192,102.912,28,1,MEDIUM,31,Mercedes,BOT,811.1851852,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
193,104.574,29,1,MEDIUM,32,Mercedes,BOT,809.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
194,121.245,30,2,HARD,1,Mercedes,BOT,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
195,99.715,31,2,HARD,2,Mercedes,BOT,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
196,100.953,32,2,HARD,3,Mercedes,BOT,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
197,101.269,33,2,HARD,4,Mercedes,BOT,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
198,101.403,34,2,HARD,5,Mercedes,BOT,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
199,102.6,35,2,HARD,6,Mercedes,BOT,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
200,101.693,36,2,HARD,7,Mercedes,BOT,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
201,102.014,37,2,HARD,8,Mercedes,BOT,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
202,102.78,38,2,HARD,9,Mercedes,BOT,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
203,101.785,39,2,HARD,10,Mercedes,BOT,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
204,102.305,40,2,HARD,11,Mercedes,BOT,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
205,102.246,41,2,HARD,12,Mercedes,BOT,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
206,101.706,42,2,HARD,13,Mercedes,BOT,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
207,102.048,43,2,HARD,14,Mercedes,BOT,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
208,101.409,44,2,HARD,15,Mercedes,BOT,782.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
209,100.852,45,2,HARD,16,Mercedes,BOT,780.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
210,100.865,46,2,HARD,17,Mercedes,BOT,778.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
211,101.009,47,2,HARD,18,Mercedes,BOT,776.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
212,100.844,48,2,HARD,19,Mercedes,BOT,774.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
213,100.517,49,2,HARD,20,Mercedes,BOT,773.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
214,100.864,50,2,HARD,21,Mercedes,BOT,771.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
215,101.39,51,2,HARD,22,Mercedes,BOT,769.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
216,101.054,52,2,HARD,23,Mercedes,BOT,767.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
217,101.553,53,2,HARD,24,Mercedes,BOT,765.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
218,101.001,54,2,HARD,25,Mercedes,BOT,764,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
219,102.18,55,2,HARD,26,Mercedes,BOT,762.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.08
221,103.643,2,1,SOFT,5,Ferrari,VET,858.3703704,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
222,103.234,3,1,SOFT,6,Ferrari,VET,856.5555556,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
223,103.513,4,1,SOFT,7,Ferrari,VET,854.7407407,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
224,103.888,5,1,SOFT,8,Ferrari,VET,852.9259259,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
225,104.065,6,1,SOFT,9,Ferrari,VET,851.1111111,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
226,103.575,7,1,SOFT,10,Ferrari,VET,849.2962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
227,103.9,8,1,SOFT,11,Ferrari,VET,847.4814815,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
228,103.821,9,1,SOFT,12,Ferrari,VET,845.6666667,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
229,104.061,10,1,SOFT,13,Ferrari,VET,843.8518519,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
230,104.195,11,1,SOFT,14,Ferrari,VET,842.037037,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
231,106.406,12,1,SOFT,15,Ferrari,VET,840.2222222,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
232,127.307,13,2,HARD,1,Ferrari,VET,838.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
233,103.496,14,2,HARD,2,Ferrari,VET,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
234,104.467,15,2,HARD,3,Ferrari,VET,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
235,104.461,16,2,HARD,4,Ferrari,VET,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
236,105.414,17,2,HARD,5,Ferrari,VET,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
237,104.9,18,2,HARD,6,Ferrari,VET,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
238,103.06,19,2,HARD,7,Ferrari,VET,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
239,102.989,20,2,HARD,8,Ferrari,VET,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
240,103.123,21,2,HARD,9,Ferrari,VET,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
241,102.995,22,2,HARD,10,Ferrari,VET,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
242,103.303,23,2,HARD,11,Ferrari,VET,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
243,103.091,24,2,HARD,12,Ferrari,VET,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
244,102.707,25,2,HARD,13,Ferrari,VET,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
245,102.802,26,2,HARD,14,Ferrari,VET,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
246,103.129,27,2,HARD,15,Ferrari,VET,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
247,102.965,28,2,HARD,16,Ferrari,VET,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
248,103.048,29,2,HARD,17,Ferrari,VET,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
249,102.76,30,2,HARD,18,Ferrari,VET,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
250,103.143,31,2,HARD,19,Ferrari,VET,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
251,102.976,32,2,HARD,20,Ferrari,VET,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
252,103.921,33,2,HARD,21,Ferrari,VET,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
253,103.476,34,2,HARD,22,Ferrari,VET,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
254,103.011,35,2,HARD,23,Ferrari,VET,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
255,102.847,36,2,HARD,24,Ferrari,VET,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
256,103.143,37,2,HARD,25,Ferrari,VET,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
257,105.352,38,2,HARD,26,Ferrari,VET,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
258,122.236,39,3,MEDIUM,1,Ferrari,VET,791.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
259,101.569,40,3,MEDIUM,2,Ferrari,VET,789.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
260,101.645,41,3,MEDIUM,3,Ferrari,VET,787.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
261,102.017,42,3,MEDIUM,4,Ferrari,VET,785.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
262,100.246,43,3,MEDIUM,5,Ferrari,VET,783.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
263,101.605,44,3,MEDIUM,6,Ferrari,VET,782.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
264,101.455,45,3,MEDIUM,7,Ferrari,VET,780.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
265,101.104,46,3,MEDIUM,8,Ferrari,VET,778.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
266,101.074,47,3,MEDIUM,9,Ferrari,VET,776.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
267,101.561,48,3,MEDIUM,10,Ferrari,VET,774.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
268,100.989,49,3,MEDIUM,11,Ferrari,VET,773.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
269,101.099,50,3,MEDIUM,12,Ferrari,VET,771.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
270,100.657,51,3,MEDIUM,13,Ferrari,VET,769.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
271,101.105,52,3,MEDIUM,14,Ferrari,VET,767.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
272,102.301,53,3,MEDIUM,15,Ferrari,VET,765.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
273,102.733,54,3,MEDIUM,16,Ferrari,VET,764,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
274,100.128,55,3,MEDIUM,17,Ferrari,VET,762.1851852,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.08
276,104.511,2,1,MEDIUM,5,Red Bull Racing,ALB,858.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
277,103.826,3,1,MEDIUM,6,Red Bull Racing,ALB,856.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
278,103.881,4,1,MEDIUM,7,Red Bull Racing,ALB,854.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
279,104.11,5,1,MEDIUM,8,Red Bull Racing,ALB,852.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
280,104.042,6,1,MEDIUM,9,Red Bull Racing,ALB,851.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
281,104.604,7,1,MEDIUM,10,Red Bull Racing,ALB,849.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
282,103.942,8,1,MEDIUM,11,Red Bull Racing,ALB,847.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
283,104.231,9,1,MEDIUM,12,Red Bull Racing,ALB,845.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
284,104.308,10,1,MEDIUM,13,Red Bull Racing,ALB,843.8518519,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
285,104.184,11,1,MEDIUM,14,Red Bull Racing,ALB,842.037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
286,103.989,12,1,MEDIUM,15,Red Bull Racing,ALB,840.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
287,105.896,13,1,MEDIUM,16,Red Bull Racing,ALB,838.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
288,123.857,14,2,HARD,1,Red Bull Racing,ALB,836.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
289,103.891,15,2,HARD,2,Red Bull Racing,ALB,834.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
290,104.525,16,2,HARD,3,Red Bull Racing,ALB,832.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
291,105.282,17,2,HARD,4,Red Bull Racing,ALB,831.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
292,104.985,18,2,HARD,5,Red Bull Racing,ALB,829.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
293,103.557,19,2,HARD,6,Red Bull Racing,ALB,827.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
294,103.527,20,2,HARD,7,Red Bull Racing,ALB,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
295,103.258,21,2,HARD,8,Red Bull Racing,ALB,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
296,103.242,22,2,HARD,9,Red Bull Racing,ALB,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
297,103.211,23,2,HARD,10,Red Bull Racing,ALB,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
298,103.769,24,2,HARD,11,Red Bull Racing,ALB,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
299,103.251,25,2,HARD,12,Red Bull Racing,ALB,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
300,102.864,26,2,HARD,13,Red Bull Racing,ALB,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
301,103.279,27,2,HARD,14,Red Bull Racing,ALB,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
302,102.721,28,2,HARD,15,Red Bull Racing,ALB,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
303,103.223,29,2,HARD,16,Red Bull Racing,ALB,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
304,102.67,30,2,HARD,17,Red Bull Racing,ALB,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
305,102.788,31,2,HARD,18,Red Bull Racing,ALB,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
306,103.197,32,2,HARD,19,Red Bull Racing,ALB,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
307,102.783,33,2,HARD,20,Red Bull Racing,ALB,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
308,103.257,34,2,HARD,21,Red Bull Racing,ALB,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
309,103.113,35,2,HARD,22,Red Bull Racing,ALB,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
310,102.679,36,2,HARD,23,Red Bull Racing,ALB,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
311,102.779,37,2,HARD,24,Red Bull Racing,ALB,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
312,102.883,38,2,HARD,25,Red Bull Racing,ALB,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
313,104.564,39,2,HARD,26,Red Bull Racing,ALB,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
314,103.344,40,2,HARD,27,Red Bull Racing,ALB,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
315,103.071,41,2,HARD,28,Red Bull Racing,ALB,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
316,102.845,42,2,HARD,29,Red Bull Racing,ALB,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
317,102.272,43,2,HARD,30,Red Bull Racing,ALB,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
318,102.76,44,2,HARD,31,Red Bull Racing,ALB,782.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
319,102.629,45,2,HARD,32,Red Bull Racing,ALB,780.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
320,102.343,46,2,HARD,33,Red Bull Racing,ALB,778.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
321,102.454,47,2,HARD,34,Red Bull Racing,ALB,776.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
322,102.357,48,2,HARD,35,Red Bull Racing,ALB,774.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
323,102.219,49,2,HARD,36,Red Bull Racing,ALB,773.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
324,102.496,50,2,HARD,37,Red Bull Racing,ALB,771.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
325,102.376,51,2,HARD,38,Red Bull Racing,ALB,769.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
326,102.462,52,2,HARD,39,Red Bull Racing,ALB,767.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
327,104.788,53,2,HARD,40,Red Bull Racing,ALB,765.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
328,103.028,54,2,HARD,41,Red Bull Racing,ALB,764,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
329,103.358,55,2,HARD,42,Red Bull Racing,ALB,762.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.08
331,106.965,2,1,MEDIUM,2,Racing Point,PER,858.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
332,106.092,3,1,MEDIUM,3,Racing Point,PER,856.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
333,106.181,4,1,MEDIUM,4,Racing Point,PER,854.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
334,106.27,5,1,MEDIUM,5,Racing Point,PER,852.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
335,105.287,6,1,MEDIUM,6,Racing Point,PER,851.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
336,104.984,7,1,MEDIUM,7,Racing Point,PER,849.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
337,104.941,8,1,MEDIUM,8,Racing Point,PER,847.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
338,104.922,9,1,MEDIUM,9,Racing Point,PER,845.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
339,104.931,10,1,MEDIUM,10,Racing Point,PER,843.8518519,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
340,105.307,11,1,MEDIUM,11,Racing Point,PER,842.037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
341,106.473,12,1,MEDIUM,12,Racing Point,PER,840.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
342,106.191,13,1,MEDIUM,13,Racing Point,PER,838.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
343,105.418,14,1,MEDIUM,14,Racing Point,PER,836.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
344,104.876,15,1,MEDIUM,15,Racing Point,PER,834.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
345,104.74,16,1,MEDIUM,16,Racing Point,PER,832.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
346,104.869,17,1,MEDIUM,17,Racing Point,PER,831.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
347,104.969,18,1,MEDIUM,18,Racing Point,PER,829.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
348,104.638,19,1,MEDIUM,19,Racing Point,PER,827.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
349,104.718,20,1,MEDIUM,20,Racing Point,PER,825.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
350,104.637,21,1,MEDIUM,21,Racing Point,PER,823.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
351,104.368,22,1,MEDIUM,22,Racing Point,PER,822.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
352,104.557,23,1,MEDIUM,23,Racing Point,PER,820.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
353,104.61,24,1,MEDIUM,24,Racing Point,PER,818.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
354,104.433,25,1,MEDIUM,25,Racing Point,PER,816.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
355,104.574,26,1,MEDIUM,26,Racing Point,PER,814.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
356,104.276,27,1,MEDIUM,27,Racing Point,PER,813,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
357,104.33,28,1,MEDIUM,28,Racing Point,PER,811.1851852,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
358,104.397,29,1,MEDIUM,29,Racing Point,PER,809.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
359,104.393,30,1,MEDIUM,30,Racing Point,PER,807.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
360,104.127,31,1,MEDIUM,31,Racing Point,PER,805.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
361,104.379,32,1,MEDIUM,32,Racing Point,PER,803.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
362,104.343,33,1,MEDIUM,33,Racing Point,PER,802.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
363,104.341,34,1,MEDIUM,34,Racing Point,PER,800.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
364,104.89,35,1,MEDIUM,35,Racing Point,PER,798.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
365,104.736,36,1,MEDIUM,36,Racing Point,PER,796.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
366,106.69,37,1,MEDIUM,37,Racing Point,PER,794.8518518,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
367,122.707,38,2,HARD,1,Racing Point,PER,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
368,102.639,39,2,HARD,2,Racing Point,PER,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
369,103.135,40,2,HARD,3,Racing Point,PER,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
370,103.188,41,2,HARD,4,Racing Point,PER,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
371,104.196,42,2,HARD,5,Racing Point,PER,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
