LapNumber,Stint,TyreLife,CurrentWeight,Traction,Braking,Lateral,TyreStress,AsphaltGrip,AsphaltAbrasion,Downforce,Componente_C1,Componente_C2,Componente_C3,Componente_C4,Componente_C5,Ensayo,Laptime
35,2,25,798.4814815,3,3,3,3,2,2,3,0,1,0,0,0,1,89.21699586904762
36,2,26,796.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,89.28880248095255
37,2,27,794.8518518,3,3,3,3,2,2,3,0,1,0,0,0,1,89.33986531428667
38,2,28,793.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.73987668571483
39,2,29,791.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,88.64856488095245
40,2,30,789.4074074,3,3,3,3,2,2,3,0,1,0,0,0,1,88.70928302857142
41,2,31,787.5925926,3,3,3,3,2,2,3,0,1,0,0,0,1,88.75456001904776
42,2,32,785.7777778,3,3,3,3,2,2,3,0,1,0,0,0,1,88.86158600238086
43,2,33,783.962963,3,3,3,3,2,2,3,0,1,0,0,0,1,88.84968255000017
44,2,34,782.1481481,3,3,3,3,2,2,3,0,1,0,0,0,1,89.0407091297626
45,2,35,780.3333333,3,3,3,3,2,2,3,0,1,0,0,0,1,88.94243574047674
46,2,36,778.5185185,3,3,3,3,2,2,3,0,1,0,0,0,1,89.08899609761943
47,2,37,776.7037037,3,3,3,3,2,2,3,0,1,0,0,0,1,89.84173754523852
48,2,38,774.8888889,3,3,3,3,2,2,3,0,1,0,0,0,1,89.82771534523835
49,2,39,773.0740741,3,3,3,3,2,2,3,0,1,0,0,0,1,89.80872077142895
50,2,40,771.2592593,3,3,3,3,2,2,3,0,1,0,0,0,1,89.55753103809579
51,2,41,769.4444444,3,3,3,3,2,2,3,0,1,0,0,0,1,89.86213680476187
52,2,42,767.6296296,3,3,3,3,2,2,3,0,1,0,0,0,1,90.2963074952374
53,2,43,765.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,89.71373493333222
54,2,44,764.0,3,3,3,3,2,2,3,0,1,0,0,0,1,89.92394460952295
55,2,45,762.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,89.57206245714225
2,1,1,858.3703704,3,3,3,3,2,2,3,1,0,0,0,0,1,126.11830736666741
3,1,2,856.5555556,3,3,3,3,2,2,3,1,0,0,0,0,1,105.77894441507907
4,1,3,854.7407407,3,3,3,3,2,2,3,1,0,0,0,0,1,105.60496211578436
5,1,4,852.9259259,3,3,3,3,2,2,3,1,0,0,0,0,1,106.79424338571407
6,1,5,851.1111111,3,3,3,3,2,2,3,1,0,0,0,0,1,106.2213474456347
7,1,6,849.2962963,3,3,3,3,2,2,3,1,0,0,0,0,1,106.19763917936476
8,1,7,847.4814815,3,3,3,3,2,2,3,1,0,0,0,0,1,105.7365848031748
9,1,8,845.6666667,3,3,3,3,2,2,3,1,0,0,0,0,1,105.97595850559145
10,1,9,843.8518519,3,3,3,3,2,2,3,1,0,0,0,0,1,105.41371854927813
11,1,10,842.037037,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93483417402626
12,1,11,840.2222222,3,3,3,3,2,2,3,1,0,0,0,0,1,105.57331679534646
13,1,12,838.4074074,3,3,3,3,2,2,3,1,0,0,0,0,1,105.81354511071447
14,1,13,836.5925926,3,3,3,3,2,2,3,1,0,0,0,0,1,104.29871897539672
15,1,14,834.7777778,3,3,3,3,2,2,3,1,0,0,0,0,1,104.76163942023841
16,1,15,832.962963,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93967842258296
17,1,16,831.1481481,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93662873210714
18,1,17,829.3333333,3,3,3,3,2,2,3,1,0,0,0,0,1,105.27083080476218
19,1,18,827.5185185,3,3,3,3,2,2,3,1,0,0,0,0,1,105.73911053849268
20,1,19,825.7037037,3,3,3,3,2,2,3,1,0,0,0,0,1,105.44103375515837
21,2,1,823.8888889,3,3,3,3,2,2,3,0,1,0,0,0,1,108.53703378333398
22,2,2,822.0740741,3,3,3,3,2,2,3,0,1,0,0,0,1,93.40961017380931
23,2,3,820.2592593,3,3,3,3,2,2,3,0,1,0,0,0,1,91.54588850714262
24,2,4,818.4444444,3,3,3,3,2,2,3,0,1,0,0,0,1,90.91424771666668
25,2,5,816.6296296,3,3,3,3,2,2,3,0,1,0,0,0,1,90.8430443333336
26,2,6,814.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,90.74781596190549
27,2,7,813.0,3,3,3,3,2,2,3,0,1,0,0,0,1,89.71892693333383
28,2,8,811.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,88.76702478571443
29,2,9,809.3703704,3,3,3,3,2,2,3,0,1,0,0,0,1,88.76673774285685
30,2,10,807.5555556,3,3,3,3,2,2,3,0,1,0,0,0,1,88.96115094285676
31,2,11,805.7407407,3,3,3,3,2,2,3,0,1,0,0,0,1,89.46997979999972
32,2,12,803.9259259,3,3,3,3,2,2,3,0,1,0,0,0,1,91.2828653000001
33,2,13,802.1111111,3,3,3,3,2,2,3,0,1,0,0,0,1,89.58259186666679
34,2,14,800.2962963,3,3,3,3,2,2,3,0,1,0,0,0,1,89.0259120000001
35,2,15,798.4814815,3,3,3,3,2,2,3,0,1,0,0,0,1,89.46826343333325
36,2,16,796.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,88.91399785000007
37,2,17,794.8518518,3,3,3,3,2,2,3,0,1,0,0,0,1,89.0263199999997
38,2,18,793.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.22162000000009
39,2,19,791.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,88.15175800000044
40,2,20,789.4074074,3,3,3,3,2,2,3,0,1,0,0,0,1,88.35222280000042
41,2,21,787.5925926,3,3,3,3,2,2,3,0,1,0,0,0,1,88.54413771666724
42,2,22,785.7777778,3,3,3,3,2,2,3,0,1,0,0,0,1,88.88838193333333
43,2,23,783.962963,3,3,3,3,2,2,3,0,1,0,0,0,1,89.04507089047628
44,2,24,782.1481481,3,3,3,3,2,2,3,0,1,0,0,0,1,89.00014754047609
45,2,25,780.3333333,3,3,3,3,2,2,3,0,1,0,0,0,1,89.09723432380937
46,2,26,778.5185185,3,3,3,3,2,2,3,0,1,0,0,0,1,89.65735114999971
47,2,27,776.7037037,3,3,3,3,2,2,3,0,1,0,0,0,1,89.88334336666641
48,2,28,774.8888889,3,3,3,3,2,2,3,0,1,0,0,0,1,89.34044924999982
49,2,29,773.0740741,3,3,3,3,2,2,3,0,1,0,0,0,1,89.42853112380915
50,2,30,771.2592593,3,3,3,3,2,2,3,0,1,0,0,0,1,89.24995718333274
51,2,31,769.4444444,3,3,3,3,2,2,3,0,1,0,0,0,1,89.14896126666609
52,2,32,767.6296296,3,3,3,3,2,2,3,0,1,0,0,0,1,89.30223026666614
53,2,33,765.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,89.26406629999947
54,2,34,764.0,3,3,3,3,2,2,3,0,1,0,0,0,1,90.06184283809533
55,2,35,762.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,89.73942375000028
2,1,1,858.3703704,3,3,3,3,2,2,3,0,1,0,0,0,1,113.46671421666649
3,1,2,856.5555556,3,3,3,3,2,2,3,0,1,0,0,0,1,91.95806099999982
4,1,3,854.7407407,3,3,3,3,2,2,3,0,1,0,0,0,1,90.8579859999995
5,1,4,852.9259259,3,3,3,3,2,2,3,0,1,0,0,0,1,90.5404374999993
6,1,5,851.1111111,3,3,3,3,2,2,3,0,1,0,0,0,1,90.4463638333334
7,1,6,849.2962963,3,3,3,3,2,2,3,0,1,0,0,0,1,90.19572924999991
8,1,7,847.4814815,3,3,3,3,2,2,3,0,1,0,0,0,1,90.27970583333276
9,1,8,845.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,90.1583639999993
10,1,9,843.8518519,3,3,3,3,2,2,3,0,1,0,0,0,1,90.20779016666722
11,1,10,842.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,90.1739924999999
12,1,11,840.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,90.14011549999903
13,1,12,838.4074074,3,3,3,3,2,2,3,0,1,0,0,0,1,90.08168096666583
14,1,13,836.5925926,3,3,3,3,2,2,3,0,1,0,0,0,1,90.26555741666627
15,1,14,834.7777778,3,3,3,3,2,2,3,0,1,0,0,0,1,90.40894983333396
16,1,15,832.962963,3,3,3,3,2,2,3,0,1,0,0,0,1,90.48577833333438
17,1,16,831.1481481,3,3,3,3,2,2,3,0,1,0,0,0,1,90.7910367500009
18,2,1,829.3333333,3,3,3,3,2,2,3,0,0,0,0,1,1,107.19212141428592
19,2,2,827.5185185,3,3,3,3,2,2,3,0,0,0,0,1,1,104.21539591666696
20,2,3,825.7037037,3,3,3,3,2,2,3,0,0,0,0,1,1,105.20124815833398
21,2,4,823.8888889,3,3,3,3,2,2,3,0,0,0,0,1,1,105.11419535833402
22,2,5,822.0740741,3,3,3,3,2,2,3,0,0,0,0,1,1,104.74253635833443
23,2,6,820.2592593,3,3,3,3,2,2,3,0,0,0,0,1,1,104.65742977738186
24,2,7,818.4444444,3,3,3,3,2,2,3,0,0,0,0,1,1,104.5733772940486
25,2,8,816.6296296,3,3,3,3,2,2,3,0,0,0,0,1,1,104.62820329404828
26,2,9,814.8148148,3,3,3,3,2,2,3,0,0,0,0,1,1,104.72802311150828
27,2,10,813.0,3,3,3,3,2,2,3,0,0,0,0,1,1,104.58963141785742
28,2,11,811.1851852,3,3,3,3,2,2,3,0,0,0,0,1,1,104.47170865104627
29,2,12,809.3703704,3,3,3,3,2,2,3,0,0,0,0,1,1,104.50409234509388
30,2,13,807.5555556,3,3,3,3,2,2,3,0,0,0,0,1,1,104.63091259206355
31,2,14,805.7407407,3,3,3,3,2,2,3,0,0,0,0,1,1,104.57571431468283
32,2,15,803.9259259,3,3,3,3,2,2,3,0,0,0,0,1,1,104.55553682579415
33,2,16,802.1111111,3,3,3,3,2,2,3,0,0,0,0,1,1,104.58600537500045
34,2,17,800.2962963,3,3,3,3,2,2,3,0,0,0,0,1,1,104.9465976250002
35,2,18,798.4814815,3,3,3,3,2,2,3,0,0,0,0,1,1,105.19954062500005
36,2,19,796.6666667,3,3,3,3,2,2,3,0,0,0,0,1,1,105.14100162500019
37,2,20,794.8518518,3,3,3,3,2,2,3,0,0,0,0,1,1,105.09386412500066
38,2,21,793.037037,3,3,3,3,2,2,3,0,0,0,0,1,1,105.78486912500104
39,2,22,791.2222222,3,3,3,3,2,2,3,0,0,0,0,1,1,106.29364700000035
40,2,23,789.4074074,3,3,3,3,2,2,3,0,0,0,0,1,1,106.7872189999998
41,2,24,787.5925926,3,3,3,3,2,2,3,0,0,0,0,1,1,106.77509000000012
42,2,25,785.7777778,3,3,3,3,2,2,3,0,0,0,0,1,1,106.34032599999954
43,2,26,783.962963,3,3,3,3,2,2,3,0,0,0,0,1,1,106.56907499999943
44,2,27,782.1481481,3,3,3,3,2,2,3,0,0,0,0,1,1,107.25727100000083
45,2,28,780.3333333,3,3,3,3,2,2,3,0,0,0,0,1,1,103.42848099999995
46,2,29,778.5185185,3,3,3,3,2,2,3,0,0,0,0,1,1,103.16183499999964
47,2,30,776.7037037,3,3,3,3,2,2,3,0,0,0,0,1,1,103.21311099999961
48,2,31,774.8888889,3,3,3,3,2,2,3,0,0,0,0,1,1,103.26035299999975
49,2,32,773.0740741,3,3,3,3,2,2,3,0,0,0,0,1,1,103.22770299999974
50,2,33,771.2592593,3,3,3,3,2,2,3,0,0,0,0,1,1,103.12799899999976
51,2,34,769.4444444,3,3,3,3,2,2,3,0,0,0,0,1,1,102.9965239999998
52,2,35,767.6296296,3,3,3,3,2,2,3,0,0,0,0,1,1,103.01715699999885
53,2,36,765.8148148,3,3,3,3,2,2,3,0,0,0,0,1,1,103.15510099999848
54,2,37,764.0,3,3,3,3,2,2,3,0,0,0,0,1,1,103.50064099999875
55,2,38,762.1851852,3,3,3,3,2,2,3,0,0,0,0,1,1,103.3612349999988
2,1,1,858.3703704,3,3,3,3,2,2,3,0,0,0,1,0,1,126.01014586666741
3,1,2,856.5555556,3,3,3,3,2,2,3,0,0,0,1,0,1,105.60127468611098
4,1,3,854.7407407,3,3,3,3,2,2,3,0,0,0,1,0,1,106.40316023774292
5,1,4,852.9259259,3,3,3,3,2,2,3,0,0,0,1,0,1,106.81333534386717
6,1,5,851.1111111,3,3,3,3,2,2,3,0,0,0,1,0,1,106.18960243928547
7,1,6,849.2962963,3,3,3,3,2,2,3,0,0,0,1,0,1,105.74373714444437
8,1,7,847.4814815,3,3,3,3,2,2,3,0,0,0,1,0,1,105.67623132142917
9,1,8,845.6666667,3,3,3,3,2,2,3,0,0,0,1,0,1,105.72736810217566
10,1,9,843.8518519,3,3,3,3,2,2,3,0,0,0,1,0,1,105.15450846038956
11,1,10,842.037037,3,3,3,3,2,2,3,0,0,0,1,0,1,105.07764211197741
12,1,11,840.2222222,3,3,3,3,2,2,3,0,0,0,1,0,1,105.82633083145787
13,1,12,838.4074074,3,3,3,3,2,2,3,0,0,0,1,0,1,105.68856507976201
14,1,13,836.5925926,3,3,3,3,2,2,3,0,0,0,1,0,1,105.26919270299406
15,1,14,834.7777778,3,3,3,3,2,2,3,0,0,0,1,0,1,105.1475261656928
16,1,15,832.962963,3,3,3,3,2,2,3,0,0,0,1,0,1,105.1719948673883
17,1,16,831.1481481,3,3,3,3,2,2,3,0,0,0,1,0,1,105.20836507536146
18,1,17,829.3333333,3,3,3,3,2,2,3,0,0,0,1,0,1,105.17474355952413
19,1,18,827.5185185,3,3,3,3,2,2,3,0,0,0,1,0,1,105.18697661309574
20,1,19,825.7037037,3,3,3,3,2,2,3,0,0,0,1,0,1,105.01748076269801
21,1,20,823.8888889,3,3,3,3,2,2,3,0,0,0,1,0,1,105.26498030000036
22,1,21,822.0740741,3,3,3,3,2,2,3,0,0,0,1,0,1,105.89714692023847
23,1,22,820.2592593,3,3,3,3,2,2,3,0,0,0,1,0,1,105.4184209115083
24,1,23,818.4444444,3,3,3,3,2,2,3,0,0,0,1,0,1,104.96773455396854
25,1,24,816.6296296,3,3,3,3,2,2,3,0,0,0,1,0,1,104.64653982023835
26,1,25,814.8148148,3,3,3,3,2,2,3,0,0,0,1,0,1,104.4787113785707
27,1,26,813.0,3,3,3,3,2,2,3,0,0,0,1,0,1,104.16377799999974
28,1,27,811.1851852,3,3,3,3,2,2,3,0,0,0,1,0,1,104.69741403333379
29,1,28,809.3703704,3,3,3,3,2,2,3,0,0,0,1,0,1,104.25435953333296
30,1,29,807.5555556,3,3,3,3,2,2,3,0,0,0,1,0,1,104.50563619999808
31,1,30,805.7407407,3,3,3,3,2,2,3,0,0,0,1,0,1,104.13646323333184
32,1,31,803.9259259,3,3,3,3,2,2,3,0,0,0,1,0,1,104.4458046166663
33,1,32,802.1111111,3,3,3,3,2,2,3,0,0,0,1,0,1,104.60170430952282
34,1,33,800.2962963,3,3,3,3,2,2,3,0,0,0,1,0,1,104.51751833333321
35,1,34,798.4814815,3,3,3,3,2,2,3,0,0,0,1,0,1,104.37422350000023
36,2,1,796.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,97.69159566666613
37,2,2,794.8518518,3,3,3,3,2,2,3,0,1,0,0,0,1,88.02756899999991
38,2,3,793.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.10416099999951
39,2,4,791.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,88.28272099999955
40,2,5,789.4074074,3,3,3,3,2,2,3,0,1,0,0,0,1,88.34527399999975
41,2,6,787.5925926,3,3,3,3,2,2,3,0,1,0,0,0,1,88.32645299999996
42,2,7,785.7777778,3,3,3,3,2,2,3,0,1,0,0,0,1,88.33315799999981
43,2,8,783.962963,3,3,3,3,2,2,3,0,1,0,0,0,1,88.2836209999999
44,2,9,782.1481481,3,3,3,3,2,2,3,0,1,0,0,0,1,88.17320799999969
45,2,10,780.3333333,3,3,3,3,2,2,3,0,1,0,0,0,1,88.06312699999951
46,2,11,778.5185185,3,3,3,3,2,2,3,0,1,0,0,0,1,88.23175299999943
47,2,12,776.7037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.99194499999929
48,2,13,774.8888889,3,3,3,3,2,2,3,0,1,0,0,0,1,88.7443929999993
49,2,14,773.0740741,3,3,3,3,2,2,3,0,1,0,0,0,1,88.84039499999912
50,2,15,771.2592593,3,3,3,3,2,2,3,0,1,0,0,0,1,89.5150259999995
51,2,16,769.4444444,3,3,3,3,2,2,3,0,1,0,0,0,1,89.5358949999996
52,2,17,767.6296296,3,3,3,3,2,2,3,0,1,0,0,0,1,89.24638099999973
53,2,18,765.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,89.35548699999988
54,2,19,764.0,3,3,3,3,2,2,3,0,1,0,0,0,1,89.34155749999996
55,2,20,762.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,88.85512400000015
2,1,1,858.3703704,3,3,3,3,2,2,3,0,0,0,1,0,1,126.01014586666741
3,1,2,856.5555556,3,3,3,3,2,2,3,0,0,0,1,0,1,105.60127468611098
4,1,3,854.7407407,3,3,3,3,2,2,3,0,0,0,1,0,1,106.40316023774292
5,1,4,852.9259259,3,3,3,3,2,2,3,0,0,0,1,0,1,106.81333534386717
6,1,5,851.1111111,3,3,3,3,2,2,3,0,0,0,1,0,1,106.18960243928547
7,1,6,849.2962963,3,3,3,3,2,2,3,0,0,0,1,0,1,105.74373714444437
8,1,7,847.4814815,3,3,3,3,2,2,3,0,0,0,1,0,1,105.67623132142917
9,1,8,845.6666667,3,3,3,3,2,2,3,0,0,0,1,0,1,105.72736810217566
10,1,9,843.8518519,3,3,3,3,2,2,3,0,0,0,1,0,1,105.15450846038956
11,1,10,842.037037,3,3,3,3,2,2,3,0,0,0,1,0,1,105.07764211197741
12,1,11,840.2222222,3,3,3,3,2,2,3,0,0,0,1,0,1,105.82633083145787
13,1,12,838.4074074,3,3,3,3,2,2,3,0,0,0,1,0,1,105.68856507976201
14,1,13,836.5925926,3,3,3,3,2,2,3,0,0,0,1,0,1,105.26919270299406
15,1,14,834.7777778,3,3,3,3,2,2,3,0,0,0,1,0,1,105.1475261656928
16,1,15,832.962963,3,3,3,3,2,2,3,0,0,0,1,0,1,105.1719948673883
17,1,16,831.1481481,3,3,3,3,2,2,3,0,0,0,1,0,1,105.20836507536146
18,1,17,829.3333333,3,3,3,3,2,2,3,0,0,0,1,0,1,105.17474355952413
19,1,18,827.5185185,3,3,3,3,2,2,3,0,0,0,1,0,1,105.18697661309574
20,1,19,825.7037037,3,3,3,3,2,2,3,0,0,0,1,0,1,105.01748076269801
21,1,20,823.8888889,3,3,3,3,2,2,3,0,0,0,1,0,1,105.26498030000036
22,1,21,822.0740741,3,3,3,3,2,2,3,0,0,0,1,0,1,105.89714692023847
23,1,22,820.2592593,3,3,3,3,2,2,3,0,0,0,1,0,1,105.4184209115083
24,1,23,818.4444444,3,3,3,3,2,2,3,0,0,0,1,0,1,104.96773455396854
25,1,24,816.6296296,3,3,3,3,2,2,3,0,0,0,1,0,1,104.64653982023835
26,2,1,814.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,100.81241499999959
27,2,2,813.0,3,3,3,3,2,2,3,0,1,0,0,0,1,90.59601306666669
28,2,3,811.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,87.9311675000002
29,2,4,809.3703704,3,3,3,3,2,2,3,0,1,0,0,0,1,88.05813275000003
30,2,5,807.5555556,3,3,3,3,2,2,3,0,1,0,0,0,1,88.32888100000034
31,2,6,805.7407407,3,3,3,3,2,2,3,0,1,0,0,0,1,88.63586379999943
32,2,7,803.9259259,3,3,3,3,2,2,3,0,1,0,0,0,1,88.6837423000006
33,2,8,802.1111111,3,3,3,3,2,2,3,0,1,0,0,0,1,88.71532499999998
34,2,9,800.2962963,3,3,3,3,2,2,3,0,1,0,0,0,1,88.65318299999943
35,2,10,798.4814815,3,3,3,3,2,2,3,0,1,0,0,0,1,89.09486999999939
36,2,11,796.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,89.2043179999996
37,2,12,794.8518518,3,3,3,3,2,2,3,0,1,0,0,0,1,90.66975799999948
38,2,13,793.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.56979399999982
39,2,14,791.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,88.08224199999997
40,2,15,789.4074074,3,3,3,3,2,2,3,0,1,0,0,0,1,88.24271699999969
41,2,16,787.5925926,3,3,3,3,2,2,3,0,1,0,0,0,1,88.08318200000058
42,2,17,785.7777778,3,3,3,3,2,2,3,0,1,0,0,0,1,88.11812999999948
43,2,18,783.962963,3,3,3,3,2,2,3,0,1,0,0,0,1,88.1814470000001
44,2,19,782.1481481,3,3,3,3,2,2,3,0,1,0,0,0,1,88.22583499999989
45,2,20,780.3333333,3,3,3,3,2,2,3,0,1,0,0,0,1,88.1217999999995
46,2,21,778.5185185,3,3,3,3,2,2,3,0,1,0,0,0,1,88.3821009999993
47,2,22,776.7037037,3,3,3,3,2,2,3,0,1,0,0,0,1,88.88415449999944
48,2,23,774.8888889,3,3,3,3,2,2,3,0,1,0,0,0,1,89.1042549999996
49,2,24,773.0740741,3,3,3,3,2,2,3,0,1,0,0,0,1,88.72207286666594
50,2,25,771.2592593,3,3,3,3,2,2,3,0,1,0,0,0,1,89.38365399999961
51,2,26,769.4444444,3,3,3,3,2,2,3,0,1,0,0,0,1,90.02495133333336
52,2,27,767.6296296,3,3,3,3,2,2,3,0,1,0,0,0,1,89.46448500000011
53,2,28,765.8148148,3,3,3,3,2,2,3,0,1,0,0,0,1,89.0782134666665
54,2,29,764.0,3,3,3,3,2,2,3,0,1,0,0,0,1,89.40174406666674
55,2,30,762.1851852,3,3,3,3,2,2,3,0,1,0,0,0,1,88.6039063333337
2,1,1,858.3703704,3,3,3,3,2,2,3,1,0,0,0,0,1,126.11830736666741
3,1,2,856.5555556,3,3,3,3,2,2,3,1,0,0,0,0,1,105.77894441507907
4,1,3,854.7407407,3,3,3,3,2,2,3,1,0,0,0,0,1,105.60496211578436
5,1,4,852.9259259,3,3,3,3,2,2,3,1,0,0,0,0,1,106.79424338571407
6,1,5,851.1111111,3,3,3,3,2,2,3,1,0,0,0,0,1,106.2213474456347
7,1,6,849.2962963,3,3,3,3,2,2,3,1,0,0,0,0,1,106.19763917936476
8,1,7,847.4814815,3,3,3,3,2,2,3,1,0,0,0,0,1,105.7365848031748
9,1,8,845.6666667,3,3,3,3,2,2,3,1,0,0,0,0,1,105.97595850559145
10,1,9,843.8518519,3,3,3,3,2,2,3,1,0,0,0,0,1,105.41371854927813
11,1,10,842.037037,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93483417402626
12,1,11,840.2222222,3,3,3,3,2,2,3,1,0,0,0,0,1,105.57331679534646
13,1,12,838.4074074,3,3,3,3,2,2,3,1,0,0,0,0,1,105.81354511071447
14,1,13,836.5925926,3,3,3,3,2,2,3,1,0,0,0,0,1,104.29871897539672
15,1,14,834.7777778,3,3,3,3,2,2,3,1,0,0,0,0,1,104.76163942023841
16,1,15,832.962963,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93967842258296
17,1,16,831.1481481,3,3,3,3,2,2,3,1,0,0,0,0,1,104.93662873210714
18,1,17,829.3333333,3,3,3,3,2,2,3,1,0,0,0,0,1,105.27083080476218
19,1,18,827.5185185,3,3,3,3,2,2,3,1,0,0,0,0,1,105.73911053849268
20,1,19,825.7037037,3,3,3,3,2,2,3,1,0,0,0,0,1,105.44103375515837
21,2,1,823.8888889,3,3,3,3,2,2,3,0,0,0,0,1,1,120.71445375
22,2,2,822.0740741,3,3,3,3,2,2,3,0,0,0,0,1,1,103.95086721666708
23,2,3,820.2592593,3,3,3,3,2,2,3,0,0,0,0,1,1,104.95884905833412
24,2,4,818.4444444,3,3,3,3,2,2,3,0,0,0,0,1,1,104.90181625833412
25,2,5,816.6296296,3,3,3,3,2,2,3,0,0,0,0,1,1,104.67748829166776
26,2,6,814.8148148,3,3,3,3,2,2,3,0,0,0,0,1,1,104.84797471071528
27,2,7,813.0,3,3,3,3,2,2,3,0,0,0,0,1,1,104.5066527940487
28,2,8,811.1851852,3,3,3,3,2,2,3,0,0,0,0,1,1,103.97530624166761
29,2,9,809.3703704,3,3,3,3,2,2,3,0,0,0,0,1,1,103.99605877222248
30,2,10,807.5555556,3,3,3,3,2,2,3,0,0,0,0,1,1,104.17254690873031
31,2,11,805.7407407,3,3,3,3,2,2,3,0,0,0,0,1,1,104.5027286593793
32,2,12,803.9259259,3,3,3,3,2,2,3,0,0,0,0,1,1,104.66198334509356
33,2,13,802.1111111,3,3,3,3,2,2,3,0,0,0,0,1,1,104.82204159206319
34,2,14,800.2962963,3,3,3,3,2,2,3,0,0,0,0,1,1,104.7197363146826
35,2,15,798.4814815,3,3,3,3,2,2,3,0,0,0,0,1,1,104.8166686829369
36,2,16,796.6666667,3,3,3,3,2,2,3,0,0,0,0,1,1,104.78242637500053
37,2,17,794.8518518,3,3,3,3,2,2,3,0,0,0,0,1,1,104.85615162500049
38,2,18,793.037037,3,3,3,3,2,2,3,0,0,0,0,1,1,104.88380612500052
39,2,19,791.2222222,3,3,3,3,2,2,3,0,0,0,0,1,1,105.53474599999977
40,2,20,789.4074074,3,3,3,3,2,2,3,0,0,0,0,1,1,106.21052699999919
41,2,21,787.5925926,3,3,3,3,2,2,3,0,0,0,0,1,1,106.77509000000012
42,2,22,785.7777778,3,3,3,3,2,2,3,0,0,0,0,1,1,106.34032599999954
43,2,23,783.962963,3,3,3,3,2,2,3,0,0,0,0,1,1,106.56907499999943
44,2,24,782.1481481,3,3,3,3,2,2,3,0,0,0,0,1,1,107.25727100000083
45,2,25,780.3333333,3,3,3,3,2,2,3,0,0,0,0,1,1,103.42848099999995
46,2,26,778.5185185,3,3,3,3,2,2,3,0,0,0,0,1,1,103.16183499999964
47,2,27,776.7037037,3,3,3,3,2,2,3,0,0,0,0,1,1,103.21311099999961
48,2,28,774.8888889,3,3,3,3,2,2,3,0,0,0,0,1,1,103.26035299999975
49,2,29,773.0740741,3,3,3,3,2,2,3,0,0,0,0,1,1,103.22770299999974
50,2,30,771.2592593,3,3,3,3,2,2,3,0,0,0,0,1,1,103.12799899999976
51,2,31,769.4444444,3,3,3,3,2,2,3,0,0,0,0,1,1,102.9965239999998
52,2,32,767.6296296,3,3,3,3,2,2,3,0,0,0,0,1,1,103.01715699999885
53,2,33,765.8148148,3,3,3,3,2,2,3,0,0,0,0,1,1,103.15510099999848
54,2,34,764.0,3,3,3,3,2,2,3,0,0,0,0,1,1,103.50064099999875
55,2,35,762.1851852,3,3,3,3,2,2,3,0,0,0,0,1,1,103.3560889999988
2,1,1,858.3703704,3,3,3,3,2,2,3,0,1,0,0,0,1,113.46671421666649
3,1,2,856.5555556,3,3,3,3,2,2,3,0,1,0,0,0,1,91.95806099999982
4,1,3,854.7407407,3,3,3,3,2,2,3,0,1,0,0,0,1,90.8579859999995
5,1,4,852.9259259,3,3,3,3,2,2,3,0,1,0,0,0,1,90.5404374999993
6,1,5,851.1111111,3,3,3,3,2,2,3,0,1,0,0,0,1,90.4463638333334
7,1,6,849.2962963,3,3,3,3,2,2,3,0,1,0,0,0,1,90.19572924999991
8,1,7,847.4814815,3,3,3,3,2,2,3,0,1,0,0,0,1,90.27970583333276
9,1,8,845.6666667,3,3,3,3,2,2,3,0,1,0,0,0,1,90.1583639999993
10,1,9,843.8518519,3,3,3,3,2,2,3,0,1,0,0,0,1,90.20779016666722
11,1,10,842.037037,3,3,3,3,2,2,3,0,1,0,0,0,1,90.1739924999999
12,1,11,840.2222222,3,3,3,3,2,2,3,0,1,0,0,0,1,90.14011549999903
